algorytm;bubble sort;ilosc instancji;1000;czas wykonania;79,22029495
algorytm;bubble sort;ilosc instancji;2000;czas wykonania;261,7151737
algorytm;bubble sort;ilosc instancji;3000;czas wykonania;599,9038219
algorytm;bubble sort;ilosc instancji;4000;czas wykonania;1078,316212
algorytm;bubble sort;ilosc instancji;5000;czas wykonania;1809,274673
algorytm;bubble sort;ilosc instancji;6000;czas wykonania;2474,774122
algorytm;bubble sort;ilosc instancji;7000;czas wykonania;3391,659975
algorytm;bubble sort;ilosc instancji;8000;czas wykonania;4821,849823
algorytm;bubble sort;ilosc instancji;9000;czas wykonania;5811,697006
algorytm;bubble sort;ilosc instancji;10000;czas wykonania;7302,327633
algorytm;bubble sort;ilosc instancji;10000;czas wykonania;7021,56496
algorytm;bubble sort;ilosc instancji;20000;czas wykonania;31886,82914
algorytm;bubble sort;ilosc instancji;10000;czas wykonania;8868,865252
algorytm;bubble sort;ilosc instancji;20000;czas wykonania;29640,02752
algorytm;bubble sort;ilosc instancji;30000;czas wykonania;67819,16213
algorytm;bubble sort;ilosc instancji;40000;czas wykonania;127228,6189
algorytm;bubble sort;ilosc instancji;50000;czas wykonania;207305,1505
algorytm;bubble sort;ilosc instancji;60000;czas wykonania;328399,5469
algorytm;counting sort;ilosc instancji;100;czas wykonania;0,999450684
algorytm;counting sort;ilosc instancji;1000;czas wykonania;2,993583679
algorytm;counting sort;ilosc instancji;5000;czas wykonania;21,9938755
algorytm;counting sort;ilosc instancji;10000;czas wykonania;52,27351189
algorytm;counting sort;ilosc instancji;50000;czas wykonania;745,8920479
algorytm;counting sort;ilosc instancji;75000;czas wykonania;1575,453758
algorytm;counting sort;ilosc instancji;100000;czas wykonania;2683,106422
algorytm;counting sort;ilosc instancji;100000;czas wykonania;2636,474133
algorytm;counting sort;ilosc instancji;200000;czas wykonania;2675,2069
algorytm;counting sort;ilosc instancji;250000;czas wykonania;2626,594067
algorytm;counting sort;ilosc instancji;300000;czas wykonania;2604,947567
algorytm;counting sort;ilosc instancji;400000;czas wykonania;2651,184559
algorytm;counting sort;ilosc instancji;500000;czas wykonania;2646,720648
algorytm;counting sort;ilosc instancji;600000;czas wykonania;2680,481195
algorytm;counting sort;ilosc instancji;700000;czas wykonania;2672,44792
algorytm;counting sort;ilosc instancji;750000;czas wykonania;2720,474243
algorytm;counting sort;ilosc instancji;800000;czas wykonania;2642,767429
algorytm;counting sort;ilosc instancji;900000;czas wykonania;2750,643492
algorytm;counting sort;ilosc instancji;1000000;czas wykonania;2668,982983
algorytm;counting sort;ilosc instancji;100;czas wykonania;0,997543335
algorytm;counting sort;ilosc instancji;1000;czas wykonania;6,095170975
algorytm;counting sort;ilosc instancji;5000;czas wykonania;20,95127106
algorytm;counting sort;ilosc instancji;10000;czas wykonania;58,12263489
algorytm;counting sort;ilosc instancji;50000;czas wykonania;732,8169346
algorytm;counting sort;ilosc instancji;75000;czas wykonania;1573,805332
algorytm;counting sort;ilosc instancji;100000;czas wykonania;2651,706219
algorytm;counting sort;ilosc instancji;100000;czas wykonania;2638,620615
algorytm;counting sort;ilosc instancji;200000;czas wykonania;2701,895714
algorytm;counting sort;ilosc instancji;250000;czas wykonania;2645,577192
algorytm;counting sort;ilosc instancji;300000;czas wykonania;2724,298716
algorytm;counting sort;ilosc instancji;400000;czas wykonania;2645,045519
algorytm;counting sort;ilosc instancji;500000;czas wykonania;2700,040817
algorytm;counting sort;ilosc instancji;600000;czas wykonania;2676,443338
algorytm;counting sort;ilosc instancji;700000;czas wykonania;2659,303904
algorytm;counting sort;ilosc instancji;750000;czas wykonania;2673,855066
algorytm;counting sort;ilosc instancji;800000;czas wykonania;2611,497402
algorytm;counting sort;ilosc instancji;900000;czas wykonania;2695,461988
algorytm;counting sort;ilosc instancji;1000000;czas wykonania;2624,145985
algorytm;counting sort;ilosc instancji;1000;czas wykonania;3,988981247
algorytm;counting sort;ilosc instancji;2000;czas wykonania;5,98359108
algorytm;counting sort;ilosc instancji;3000;czas wykonania;13,96083832
algorytm;counting sort;ilosc instancji;4000;czas wykonania;18,94927025
algorytm;counting sort;ilosc instancji;5000;czas wykonania;25,92992783
algorytm;counting sort;ilosc instancji;6000;czas wykonania;30,43079376
algorytm;counting sort;ilosc instancji;7000;czas wykonania;32,9349041
algorytm;counting sort;ilosc instancji;8000;czas wykonania;38,89012337
algorytm;counting sort;ilosc instancji;9000;czas wykonania;48,86889458
algorytm;counting sort;ilosc instancji;10000;czas wykonania;53,85613441
algorytm;counting sort;ilosc instancji;10000;czas wykonania;50,86374283
algorytm;counting sort;ilosc instancji;20000;czas wykonania;145,6120014
algorytm;counting sort;ilosc instancji;30000;czas wykonania;297,9962826
algorytm;counting sort;ilosc instancji;40000;czas wykonania;487,4219894
algorytm;counting sort;ilosc instancji;50000;czas wykonania;715,0878906
algorytm;counting sort;ilosc instancji;60000;czas wykonania;1028,527498
algorytm;counting sort;ilosc instancji;70000;czas wykonania;1399,783611
algorytm;counting sort;ilosc instancji;80000;czas wykonania;1741,285563
algorytm;counting sort;ilosc instancji;90000;czas wykonania;2122,651815
algorytm;counting sort;ilosc instancji;100000;czas wykonania;2700,636625
algorytm;counting sort;ilosc instancji;100000;czas wykonania;2598,246336
algorytm;counting sort;ilosc instancji;200000;czas wykonania;2657,894611
algorytm;counting sort;ilosc instancji;300000;czas wykonania;2574,012995
algorytm;counting sort;ilosc instancji;400000;czas wykonania;2642,027378
algorytm;counting sort;ilosc instancji;500000;czas wykonania;2588,969707
algorytm;counting sort;ilosc instancji;600000;czas wykonania;2608,677387
algorytm;counting sort;ilosc instancji;700000;czas wykonania;2544,105291
algorytm;counting sort;ilosc instancji;800000;czas wykonania;2609,951735
algorytm;counting sort;ilosc instancji;900000;czas wykonania;2588,304996
algorytm;counting sort;ilosc instancji;1000000;czas wykonania;2664,75749
algorytm;counting sort;ilosc instancji;10000;czas wykonania;50,38762093
algorytm;counting sort;ilosc instancji;20000;czas wykonania;154,5870304
algorytm;counting sort;ilosc instancji;30000;czas wykonania;331,6226006
algorytm;counting sort;ilosc instancji;40000;czas wykonania;684,1952801
algorytm;counting sort;ilosc instancji;50000;czas wykonania;792,787075
algorytm;counting sort;ilosc instancji;60000;czas wykonania;1053,247213
